index,sentence,label
3560,네가 파이보다 사람인 줄 알았어 합하면 오른쪽 인도하십니다,0
3561,새끼가 이 씨발년이 파이어 개새끼가 진짜 뒤질라고,1
3562,새끼가 얼만데 미안하다 그래 죄송합니다,1
3563,네가 신입사원인데,0
3564,이렇게 사장이 많이 화를 냈다,0
3565,미안하다 거기에 대해서 잘못입니다,0
3566,제가 교육을 제대로 잘못이야 그래 갖고 있어 너는 이 씨발놈아,1
3567,너 신입사원 그따구로 시켰어,0
3568,그따구로 밖에 못 박혀 죄송합니다 845 야 거야,0
3569,나 부르는 거야 야 우리 회사 신입 사원이 들어왔다,0
3570,나는 열 다섯 살 키는 159,0
3571,그리고 학력은 쳐져 16살,0
3572,중학교 를 지금 다니고 있다,0
3573,인사 한번 해라 반갑습니다,0
3574,그래 아주 맘에 든다 감사합니다 열심히 하겠습니다,0
3575,그래 네 손님 한 명밖에 없어 얼마나 한 짓을 한다,0
3576,파이 사원에게 잘 보인다,0
3577,그러면 승현이 옆에 있는 파일을,0
3578,너의 앞에서도 4조 집을 만들어 사장님,0
3579,그건 좀 아닌 거 같습니다,0
3580,예 응 그건 어떠니 승인서 너랑 더 이상 언니랑,0
3581,이제 붕가붕가 할 때,2
3582,그걸 구경 시키면서 대화를 크게 하는 방법,0
3583,좀 어떠니 끝까지 괜찮습니다,0
3584,비서 사장님비서 중에 새로 되지 않습니까,0
3585,그 새끼 꺼져라 오늘 보러 바로 이제 그 갖다 버렸다,1
3586,개새끼다 처음으로 다 가지고 와 가지고,1
3587,걔들도 맞장구도 같이 치면서 많이 힘들잖아,0
3588,그렇지 근데 너,0
3589,혹시 은행 있어 네 이름으로 계좌 있냐고 없어요,0
3590,"그럼 5,000원 형이 어떻게 해 줘",0
3591,핸드폰에 방송 끝나고 말씀드렸습니다,0
3592,지금 말해 핸드폰 케이스 하고 있습니다,0
3593,거기서 1등 그럼 귀찮은 것 같은데,0
3594,그걸 어떻게 사랑하는 시켜 이 씨발놈아 거기서 관리를,1
3595,임성은 왜 너무 화난 게임 있으면 캐시,0
3596,충전 해 줄 수 있어 게임 하는 거 있어,0
3597,리그오브레전드 합니다,0
3598,너는 꺼져 야 너는 내가 먹여 살려 그래,0
3599,보통 아 아 먹고 살기 힘들어서 야,0
3600,너무 하는 게임 뭐 있어,0
3601,그냥 다음 전화 받기 싫어 이 새끼 바뀌지,1
3602,나는 목소리인데,0
3603,지금 5천 원,0
3604,2개 저 톡으로 보여 아닌가,0
3605,씨발놈이 오천 원 아까는 보고 안 줘도 된다,1
3606,"그러더니 이제 5,000원 눈에 보이지도 안 나오네",0
3607,새끼가 통화 예,1
3608,너한테 전화를 어떻게 입금을 해 줘야 돼,0
3609,그러면 진지하게 장난으로 말고,0
3610,나중에 돈 여유 있을 때,0
3611,복 많이 터질 때 우리 같이 하는 거 아닌가,0
3612,돈을 어떻게 줘야 되냐고 물어 뛰어가요,0
3613,조 사장님 야 씨발년아 야,1
3614,너 아직 그만해 이 새끼야 야 끝났잖아,1
3615,애들 걸은 나빠지니까 처음부터 이제 얘기하면 돼 버린다,0
3616,빠집니다 나중에 하면 될 거 같고,0
3617,복덩이 괜찮네요 나이가 좀 들어,0
3618,배도 같이 맞장구를 난 저런 스타일 좋아 승희야 너도 거지,0
3619,그렇지 타이니지 바닷가 바로 네 사장님 바로 하잖아,0
3620,바로 지들은 뭔 소리야 할게요,0
3621,시간 3시간 참 좋아 가끔 나오잖아,0
3622,형한테 말해 오빠한테 아니 오빠라고,0
3623,씨발년아 내 오빠가 다시 한번 내 줘라,1
3624,와 다시 한번 와라 그랬어,0
3625,지금 이 개새끼야 너 까지 어 나 대전 하고 있거든,1
3626,게임 하고 올게 용돈 줘라,0
3627,100개 저 때문에 진짜로 없어졌고요,0
3628,감사합니다 고맙습니다 진짜로,0
3629,지금 내 방송에 이제,0
3630,어떻게 보면 유행이 된 거라고 말해야 되나,0
3631,별로 멤버한테 누구 용돈 줘라,0
3632,이런 거 뭐 해 가지고서는 커피,0
3633,제 방에서 하면 없었잖아,0
3634,안 챙겼으면 계속 그렇게 직접적으로 하기 바꿔서 돌아가야,0
3635,이게,0
3636,그러니까 이게 뭐라 그런 거 아니야 씨발년아 야,1
3637,너 사람한테 얘기 했냐 이 시발,1
3638,좆같은 새끼가 진짜 수고했고,1
3639,너무 밥은 먹었니 이게 먹었습니다 아니고 100개,0
3640,"1,000개 방에서 감사드려요 축배 드릴게요",0
3641,필요하시면 언제든지 답변하신 다음에 175면 제가 드리겠습니다,0
3642,하나 드려요 고맙습니다 100개 사장님,0
3643,뭐 먹방 모드로 들어가 있는 겁니까,0
3644,그건 아니 아직 새벽이 아니니까 보통 아,0
3645,예 밥 먹었어 뭐 먹었어 그거 먹었습니다,0
3646,후쿠다 먹었는데 돼지국밥 순대국밥 60대 응,0
3647,그래 병신 돌대가리 새끼 이구나 내가 사랑이지만,1
3648,여기서 대가리를 오늘 사장이 저기는 승희야 박동하,3
3649,그래,0
3650,내가 브레이니 야 모르는 거 있으면 물어보고,0
3651,학교에서 모르는 거 있었어,0
3652,엄마 이모 알겠어 모르잖아 물어봐,0
3653,그것도 제가 다 알아 사장님 사장님,0
3654,미안하다 좆 같은 새끼들이 아,1
3655,이런 거 같다 하나 솔직히 할 것도 없는데,0
3656,예 그러면 통화 잘하는 편이야,0
3657,못 하는 편이야 살짝 못 하는 편이야,0
3658,예 그래서 엄마하고 계속 우리들은 우리들은 계정 들어갈 때,0
3659,우리 회사 말해 뭐야,0
3660,이것도 있어 아 맞아 그걸로 설명을 해 줘,0
3661,승희야 들려 줘,0
3662,뭐 이런 거 뭐 해 가지고 서로 믿음을 확대한다고 아 알겠습니다,0
3663,하면서 보여주는 게 나을까요,0
3664,배워 가지고 이렇게 사람이 되는데,0
3665,이제 810 타격을 입힐 때마다 하나님의 영화가 있어,0
3666,이거를 대체적으로 많이 쓰는 편이야,0
3667,한대 때릴 때마다 네가,0
3668,한 대를 때릴 때마다 알겠습니다,0
3669,끝까지 있긴하지 오전에 이제 우리 사장님 납품 만드신,0
3670,거 보면은 이것도 저녁밥 먹고 내일부터 있었는데,0
3671,욕심을 좀 더 옛날에 만든 거지,0
3672,이제 뭐 그 악세사리 날리는 게 있어 표창 먹어라,0
3673,뭐 이런 게 있어 아니 유행어가 하나 만들면 돼,0
3674,그리고 뭐 이제 대화를 때리던 대화를 때릴 때마다 아,0
3675,이런 것도 뭐 여러가지가 있어,0
3676,그러면 네가 알아서,0
3677,이렇게 신조어를 만들면 돼 유행하는 뭐냐 없습니다,0
3678,아니 너 있는 걸로 알고 있어요,0
3679,한번 말해 줘라 기억이 잘 안 됩니다,0
3680,근데 그래 여러분들,0
3681,우리 스마트컴 사장님 병장이 친절합니다,0
3682,지금은 상담원이 부재중 인데,0
3683,우재 오후 6시 전까지 상담을 대로 해 드리고요,0
3684,그리고 10만원대부터 70만 원씩,0
3685,다양하게 판매하고 있으며,0
3686,AS 또한 1년동안 무상수리 해드립니다,0
3687,말대로 공짜란 얘기구요,0
3688,2년 동안 AS 그리고,0
3689,이제 중고제품이 안 쓸 제품으로만 판매하고있어요,0
3690,중고제품은 제가이 100% 환불해 드립니다,0
3691,그리고 만약에 고장이 났는데,0
3692,2년 동안 부상이라 그래서 그러는데,0
3693,무상으로 꽃처럼 asri 좋다,0
3694,그러면 제가 200% 함부로 해 드리고,0
3695,여기에서 구매하시고,0
3696,이제 사용후기 여기,0
3697,이제 사용후기에 글을 남기시면 택배로 선물해드립니다,0
3698,여러분들 많은 구매 좀 이용 조명 좀 부탁 좀 드릴게요 사장님,0
3699,그 스마트 커피죠,0
3700,영통구 하실 때도 저희들 이용 하시면 돼요,0
3701,내가 한번 보내 봐라,0
3702,그러면 이제부터 좀 빨리 들어오라고,0
3703,이러지 시발 개새끼야 아 알았어,0
3704,그리고 부를 줄게,0
3705,그러면 네가 그러면,0
3706,거기서 27일 사장님 바로 들어오는 거지 이 새끼야 엄마,1
3707,이게 뭐야 개새끼야 다음에는 작은 걸로 본다면서 어 나,1
3708,안경 됐어 너는 끊겼어,0
3709,병신 병신 이라고 나 배터리,1
3710,배터리 있어 가지고 굉장히 빡쳐,0
3711,아니 씨발년아 살 거야,1
3712,지금 네가 지금 렉 걸리는 컴퓨터 쓰고 있는데,0
3713,어디까지 하고 이렇게 더럽게 없는 새끼야,1
3714,어 형이 이 새끼가 다 24시,1
3715,반에서 몇 등 해 38 등 중이 35명,0
3716,38 너 빨리 쪽지로 보내 지금 보냈어,0
3717,보냈어 하고 말하면 병신아 불렀어,1
3718,개새끼야 개새끼야 시발 야 시발 새끼 닥쳐 하지 마세요,1
3719,전화하지 마세요 아 좆됐다,1
3720,시발 시발 년아 야,1
3721,형이 토크온으로 좀 가르쳐 줄게 이 번호로 전화하면 받아라,0
3722,놓치면 새끼 때문에 하라고 씨발놈아 너 싫대 미안하다,1
3723,진짜 미친놈이네 이거 복숭아 번호 바꾸면 되잖아,1
3724,바꾸는 게 뭘 했다고 15따리 잖아,0
3725,아니 그거 핸드폰 대리점 가서 바꿔 바꿔 바꿔 줘,0
3726,복숭아 미안하다,0
3727,사장님 안녕하세요 늦어요 네 여자예요,0
3728,몇 살이야 소리 질러 봐,0
3729,소리 질러 보라고 남자지 소리 질러 보라고 강남 씨발새끼야,0
3730,응 몇 살이에요 무슨 말을 좀 크게 크게 좀 하세요,0
3731,몇 살이야 프리덤 님 안녕하세요,1
3732,몇 살이야 남양동 뭐라고 남양주 남양주 살아,0
3733,키가 몇이야 말해 키가 158 이라고 네 몸무게는 왜요,0
3734,아 말하면 말해 이 씨발년아 돼지래요 오빠 옷,0
3735,좀 입고,0
3736,너한테 한번 보여 주면 너 미안해 남자 친구 있냐,0
3737,아니 없어 그래,0
3738,그러면 지금 내가 이제 방을 타이머 하면,0
3739,여자 멤버로도 합정 소개팅 하려고 이제 너를 불렀어,0
3740,너 간단하게 사진 좀 보여 줄 수 있어 가능역에서,0
3741,아니 나만 보라 그러면 나만 보고 네가 공개하라 그러면 공개하고,0
3742,어떻게 페이스북에 너 페이스북,0
3743,그러면 공개를 해 봐,0
3744,오빠한테 아 잠시만 너 공기 할 거야,1
3745,말 거야 딱 말해 뭐라고 볼 거야,1
3746,근데 왜 네가 오빠 내가 왜 오빠라고 너 나랑 동갑 있잖아,1
3747,오빠 그래 이 씨발년아 말이 많아 잠만보 같은 년아 오빠야,0
3748,공부방 여드름 존나게 먹는 거,0
3749,틀어 개새끼야 시발 야 주소공개 해 봐,0
3750,페이스북 꺼져 주가 생겼어 꺼 줘,1
3751,강사님 11 감사드리고 고맙습니다,1
3752,야 꺼져 너 그리고 닉네임 바꿔라,1
3753,프리덤 으로 씹새끼야 싫어 개새끼야 네 얼굴,2
3754,좆 까 이 못생긴 새끼야,0
3755,나가 잠깐 잠깐 씨발년아 잠깐 개새끼야 다른 사진,2
3756,지금 보니까 돼지가 확실해 허벅지사이에 봉지 파묻히고,2
3757,허벅지 이제 뛴다,0
3758,오징어 냄새 아가씨,0
3759,네가 손가락으로 후벼 파 가지고 냄새 맡아 봐,0
3760,어 야 너 어차피 지금 1.0 한 거,0
3761,사람들한테 사진 공개 해도 돼 안 돼,0
3762,아 어차피 일촌공개 했잖아,0
3763,그냥 잠깐 보여 주자,0
3764,오빠가 예쁘다고 생각하는 거 공부해서 되냐,0
3765,아니 안 돼 아,0
3766,왜 왜 내가 볼게,0
3767,그럼 얼굴 안 나온 거 눈이랑 코난 나온 거 알았어 야,0
3768,진짜 작가 생겼어요,1
3769,보면은 그냥 팔자,0
3770,주름 부터 약간 불로동 속 한 거보단,1
3771,씨발년 정말 대단해요,0
3772,저기요 한 장만 더 공기압 신안 장마,1
3773,아이 시발 얼른 갔다 와서 눈 떠서 했어,0
3774,자 하나 더 보여 드리도록 형님들 아,1
3775,시발 새끼 야 야,0
3776,진짜 꺼져 너 필요 없어 나 혼자 프리덤 사진 봤냐 봤어,0
3777,어쩌라고 개새끼야 이성적으로 올려 드리겠습니다,1
3778,다들 고맙습니다 프리덤이 사귀자 그러면 사귀냐 사귀냐 미안한데,1
3779,여자 친구 있어 야 너 여자 친구 생겼어,1
3780,지랄하네 사람 아니야 이 개새끼야 개소리 좀 하지 마,1
3781,그런 사람 아니니까 알았다 이 새끼야 하지,1
3782,마라 이 씨발놈아 아니잖아,1
3783,어차피 시험으로써 이 시발 거 사 줄 수도 있는 거고,1
3784,그런 거지 새끼야 이 알았니,0
3785,차 안에 알 사람들 아니야 이 새끼야,0
3786,씨발놈아 같은 새끼야 씨발년아 씨발년아,0
3787,그렇게 정확하게 떠난다,1
3788,엄마 잘 됐어 뭐가 잘 돼요,1
3789,잘 되냐고 스피커 사귄다고,1
3790,지금 병신 새끼야 대가리박 나 안 했어,0
3791,씨발년아 안 알려 줘,1
3792,개새끼야 개새끼야 이 병신 새끼야 아가리 닥쳐 신랑,0
3793,그만큼 근데 너 진도 어디까지 빼냐 물어볼 수 있잖아,0
3794,개새끼야 몰라 그만 물어봐 이 개새끼야,1
3795,그러면 스킨십을 하고 할게 스킨십 손만 잡았냐,1
3796,그만해 뽀뽀했어,0
3797,아 그만 물어봐 이 병신 같은 새끼야 아직도 지시하는데,0
3798,시발 손만 잡아 켰네 엄마 손을 잡았지,0
3799,여자친구가 어디까지 가시려고요,1
3800,어디까지 가야 간 것도 없어요,0
3801,영화 봤다 영화 봤다면 그만하세요,1
3802,씨발새끼야 이 개새끼들 무서워 가지고 안 된다고요,1
3803,이번에 사귀는 여자 나 때리지 마라,0
3804,그만해 그만해 이 씨발년아 없으니까,1
3805,그냥 다 뒤져야 돼 때려 죽여 버려야 돼 이승희 형님,0
3806,50개 감사드려요 들어가서 닥쳐 그냥 넌 백현 알았어,0
3807,지금까지 시발 새끼야 아가리 여물어 어 일단,0
3808,그러면 너 이번 여자친구랑 모레 갈 생각이야,0
3809,뭐 처음부터 한번 딱 전화하고 들어가는 거 아니잖아요,0
3810,모기약 난리도 아니고,0
3811,데이터는 뭐 뭐 있는데,0
3812,데이터 뭐 있냐고 내가 뭘 말해야 돼,0
3813,근데 +,0
3814,시청자들 영화도 보고 밥도 먹고,0
3815,이거 카페 가는 거는 기본이고요,1
3816,그래서 돈은 네가 다 돼 있어,0
3817,아니면 그 여자가 안 했어,0
3818,그럼 자세한 부분은 말씀드리기가 씨발새끼야,0
3819,결론적으로 생겼잖아,0
3820,여자친구가생기면 돼,0
3821,네가 저번에 말한 대로 돌리고 돌리고 수 있잖아,1
3822,우리 자기가 오늘 MC 맞고 나 여자 빨리 보내 줘,0
3823,지금 관리 처지가 아니에요,0
3824,개인적으로 씨발년 아까 그 유진이 맞으신가요,0
3825,그러면 어떻게 생각하세요 어떻게 생각해야 해요,0
3826,남자로부터 집으로 가신다고요,0
3827,아 별로라고 생각하시고 키가 어떻게 되세요,0
3828,몸무게는 89 정도 상태로 할게요 나이가 몇 살이에요,1
3829,일단 좀 쇼파가 관심이 틀린 새끼,0
3830,만약 귀여운 척하지,0
3831,마 좆같으니까 씨발년아 추적 들어가는 수가 있으니까,0
3832,나이가 몇 살이에요 21 팅팅팅팅,0
3833,탱탱탱탱 후라이팬 알겠습니다,0
3834,저도 이제 작년까지만 해도,0
3835,아주 버버리 고생들 많이 했는데,0
3836,이제는 조금 상의를 사귀고 싶습니다,0
3837,고딩어동 그래서 알았어,0
3838,근데 가나요 시작이고 냄새를못맡아요,0
3839,성인 여자 분들은 약간 이렇게 추운 결제를 더 많이 있습니다,0
3840,고등어자반조림 있어요,0
3841,몸이 안 좋은 거 알기 때문에,0
3842,그래서 좀 냄새가 많이 심해요,0
3843,일단 그거는 부여 네 나이가 널 키가 몇이에요 절이 싫어서요,0
3844,네 열심히 하고 길 안 싫어요 싫어요,1
3845,근데 그거는 뭐가 더 좋니 이놈의 인기는 91년생 양띠 요요,0
3846,양다리는 뭐 해라,0
3847,새끼야 187에 욕실,0
3848,리모델링 비용,1
3849,굉장히 모두 합해서 갖고 있습니다,0
3850,그렇지만 면상 결론적으로 얼굴 빠지고 좋아합니까,0
3851,자기야 북파니 한 번 말하면 쳐 맞기 전에 이 씨발년아 씨발새끼,0
3852,이승기는 여자를 많이 데리고요,0
3853,첫날부터 뒤 도망가 가지고,0
