index,sentence,label
2516,난 고양이 네가 버전 올렸잖아,0
2517,뭐 그러면서 그래 가지고,0
2518,그때 이제 제가 한 두 통을 다섯 개 때렸어요 보라고 아니라,0
2519,교통을 한다는데,0
2520,난 고양이 있었을 때,0
2521,제가 이제 뭐를 자꾸 이렇게 이렇게 이렇게 때였거든요,0
2522,몇 대 그때 이제 몇 대 때리고 나서 남구 형,0
2523,이제 그 달렸어,0
2524,완료 가지고 그때 이제 근데 네가 잘못한 건 많네,0
2525,그래도 형님도 이 씨발놈아 야 5대 한대 때려 달라고 하니까,1
2526,못 했거든 내가 뭐 한 대 때렸다 그러는데,0
2527,저는 진짜 구라가 아니라 4,0
2528,5 때렸어요,0
2529,이거는 처리 고양이 나머지에는 미나다 불러와서 여쭤 보세요,0
2530,저는 제 자주 걸리고,0
2531,진짜로 1세대 기장 때렸어,0
2532,말을 할 얘기가 대천 나오게 할 거야,0
2533,여기도 안 나오고 저기 때렸다고,0
2534,병신 병신 새끼 새끼 나 벌리면 구라,1
2535,여기 새끼를 전화 세상 때렸어요,1
2536,철권 걸고 불안 최고 뒤에도 알 걸요,0
2537,지금 너는 뭐 한대 떨었다 그랬지 어 한 대 때렸다,0
2538,가리지 나이가 많아 한 대 때려 줄 알아 나 자살할게,0
2539,이것이 인생 적게 방으로 할래 밖에 안 태어났다고,0
2540,목숨이 노라 이 병신 새끼야 야 네가 그럴까 민아 불러 봐,1
2541,네가 불러 불러 불러 불러 미친 새끼들이 씨발,1
2542,바로 남자의 자존심 싸움 아 맞다 대단하다 부르면 안 돼,0
2543,그러니까 얘를 불러 악감정이 있잖아요,0
2544,지금 자는데 부르지 말 돌리지 말고,0
2545,지혜를 통화 하면 되는데,0
2546,왜 헤어진 전 여친한테 전화해 가지고 막 돌렸는데,0
2547,당신이 최고로 안 되고 안 되고,0
2548,그냥 믿음마저 물어본다,0
2549,알아서 생각하세요 철구형 도망,0
2550,말리부하체 사람 아닌 거 여러분들도 알죠,0
2551,여러분들의 믿음이 열어봐 알아 생각하세요 뭐라고 아니라,0
2552,그 타이밍 아니었지,0
2553,병신 새끼는 뭐 있을만 풀면 시발,1
2554,진짜 야 야 이 새끼 새끼 아니라,1
2555,그러니까 여러분들 있던말던 네가 제대로 말해 줬잖아,0
2556,서프라이즈 진실과 거짓을 찾으시면 났어요,0
2557,술 먹으려고 대륙인가,0
2558,씨발새끼 뺏어 버릴까 이 병신,1
2559,새끼 구석에서 처먹으면서 올랐습니다,1
2560,얘기하지 마 씨발놈아 말해 줘,1
2561,아니 그 사람 얘기를 하지 말고,0
2562,그 얘기가 이거는 뭔 상관이야 병신아 여기 대리님한테 씨발새끼,1
2563,아,0
2564,이새끼는 말 안 하면 안 되는 얘기를 하고,1
2565,아 진짜 너 얘기하잖아,0
2566,내 영정을 떠나서 너도 신고 먹어 됐어 이 개새끼야 미친놈인가,1
2567,이거 하루종일 저번에 아무튼 뭐 여러분들,0
2568,지금 서울 사찰 했는데,0
2569,여러분들이 별말씀을 여러분들 알아 생각하세요,0
2570,여러분들이 믿고 싶은 사람을 드세요 알겠죠,0
2571,없는 말은 아니지 열애 여러분들,0
2572,저는 콜 안 치고 그냥 알아서 여러분들이 믿으세요 야,0
2573,근데 그게 뭐가 중요하냐,0
2574,그래 어쨌든 동생한테 전화 였으니까,0
2575,쓰레기 니가 고추작다고,2
2576,여자 시간 걸려 네가 뭔 소리야 이 새끼 왜 아니,1
2577,병신아 달리기를 개소리 하지 마 봐 이제 얘기 안 할게요,1
2578,형님 맞아요 왜 나면 그때 이제 제가 그래도 동생이니까,0
2579,어쨌든 뭐 이제 형을 다른 거에 대해서 잘못한 거니까,0
2580,사과의 손길을 내밀었어요,0
2581,근데 아직도 남궁원 이제 존나빡친 거예요,1
2582,그래가지고 제가 이제 그 철거 안 말릴 때,0
2583,문 앞에 가 가지고 눈은 잠깐 왔더라고요 들어오지 말라고,0
2584,그래서 내가 똑똑한 다음에 안 보여 형이 나 때렸어,0
2585,화가 풀리면 나와서 모마 창을 열어라 그랬는데,0
2586,그것도 안 했어요,0
2587,결론은 발리 걸 바란 거야 그렇게 하는 게 아니라,0
2588,내가 그랬잖아 이거는 맞아요,0
2589,저거 저거 저거 빼 주라고 하더라고 근데 제가 때려요 들었어요,0
2590,작은 것도 앉아 있던 얘기하면 되지 아까도 말했죠,0
2591,나 지금부터 없어 지금은 없어 지금 얘기하면 부들부들하다,0
2592,뭔 개소리야 앉아 근데 병신아 병신아,1
2593,재미없어 쓸데없는 얘기하지 마세요,0
2594,남구 형이 승희한테 고추가 됐다고 가져,2
2595,고추는 어차피 사람들에게 공개가 안 되고,2
2596,사람들은 하지만 남궁원,0
2597,레고 파는 걸 사람들이 형식적인 말만 합니다,0
2598,지금 광고 영이 형한테 이제 고추가 날까,2
2599,그러는 거는 믿을 소리가 아니에요,0
2600,그쵸 성인식 없는데,0
2601,누가 누구한테 아 좆까 결론적으로 그냥 병신이에요,1
2602,당신은 인정할게 예,0
2603,오늘 몰라도 지금 여기 있어 가지고,0
2604,아까 뭐지 혼잣말 존나 오기로 했어 라고,0
2605,병신 새끼 말이 자꾸 이렇게 남자야 남자 있잖아,1
2606,자기 얘기 하지 말라고 하면 없는 새끼 만들었네,1
2607,씨발놈 그냥 형이 진짜 친구 없어요,1
2608,왜냐면 1에서 1에서 이런 거 말하면 낮추고,0
2609,말은 이런 식으로 어쩌라고 어쩌라고 진짜 없어,0
2610,그렇게 살아라 이 병신 주변에 집 밖에 없어 미안해,0
2611,저 친구는 사람이 없었어요 진짜로,0
2612,아니 말하면 네가 좀 방송이니까 좀 끝나잖아요,0
2613,진짜로 아 그냥 꺼져라 이 개새끼야 무침으로 만들어요,1
2614,만들 수가 없잖아 병신 같은 새끼,1
2615,진짜 진짜 진짜 없어요,0
2616,그래 그만 얘기 알았으니까,0
2617,씨발년아 몸무게 잘 아니야,1
2618,미친 새끼 진짜 미친 새끼 야,1
2619,너 진짜로 여자 만나는 건 사실이야 만나러 갔는데,0
2620,부평 있다는 거예요 있대요,0
2621,모아나 가봤더니 씨발놈 번호를 싼데요,1
2622,여자헌팅 존나 잘하는 거 아시잖아요,1
2623,저거 거야 말라는 거야 가가지고 이 새끼들 4시간 동안 병신들,1
2624,너도 홍천 한다,0
2625,그랬잖아 잠깐만 열한시 반 도착 예정으로,0
2626,그리고 이 새끼는 솔직히 남궁원,1
2627,자기 주제를 안 한지 그냥 동그리 맨다 좋다고 해 볼래요,0
2628,알아야 돼 미안한데,0
2629,나는 내 주제를 알게 그러는 거야,0
2630,아가리 여물어 병신들,1
2631,무슨 아 너무 잘생긴 거,0
2632,다 알아 이 개새끼야 키가 키가 크고요,1
2633,만약에 5억에 더 넓고 그래 쓰면은 힘들다고 안 해요,0
2634,근데 지금 그냥 뭐 그냥 얼굴도 크고,0
2635,그러니까 그냥 잘생겼다 라고 해 주는 거야 이 씨발놈아,1
2636,그냥 그냥 그냥 일반 너는 못생겼고,2
2637,일단 내가 얘기했잖아요,0
2638,아 그러면 그쪽은 먼저가 못생긴 거 인정하십니까,2
2639,면상 일하는 것이 때문에 정해진 답이 없어요,0
2640,그죠 때문에 저는 이제 여자친구 누군지 모르겠지만,0
2641,나중에 여자친구 잘생겼다고 줄 거예요 안 생기잖아,0
2642,그리고 더 중요한 건 이 새끼는 여자친구 안생겨요,1
2643,지각하면 여자친구가생기면 아니에요,0
2644,맞아 맞아 얼굴 진짜 여자,0
2645,마라 이 씹새끼야 내가 안 사귀는 거야,1
2646,씨발놈아 나처럼 이렇게 약간 좀 쓰라고 있는 사람들이 여자친구,1
2647,카메라에 들어가 봐야겠다,0
2648,지금 집에서 혼자 있잖아 씨발놈아 개새끼야 많잖아,1
2649,뭔데,0
2650,아니 어제 이제 여자 소개시켜 하고,0
2651,이따가 들어가서 100개 감사드립니다 형님 고맙습니다,0
2652,앞에 매우 마 개새끼야 이 개새끼야 봤어,1
2653,안 봤어 안 봤어 봤잖아,0
2654,그 정도라고 이 씨발놈아,1
2655,개새끼야 약속이 언제야 좋겠어,1
2656,될 것 같아 솔직히 많이 만나는 거다,0
2657,잘 맞아서 안 되나 이런 것도 없잖아,0
2658,초콜릿 방송에서 꼬시는 거야 이 병신 새끼야,1
2659,이게 방송에서 고치는 게 맞지,0
2660,이거 전국에 있는 여자들이 다들 오는 거야 아니야,0
2661,돌대가리 같은 새끼 1회 방송 많다면서 이제 시청자가 많으니까,1
2662,주식회사 편히 솔직히 보다 많은 뜻이 뭐야,0
2663,소리 순위가 그쪽 부산여자 팽이 훨씬 많아요,0
2664,아이 시발 지금 여기 있는 방송은 시청자분들 다 지금 남구,1
2665,그냥 앉아 편이에요 인정하죠,0
2666,나오잖아 지금 오겠지 얼마나 좋아요 알잖아 봤는데,0
2667,와 진짜 진짜 아니었어,0
2668,허벅지로 비켜 인도 국기 리가 없지,0
2669,개새끼야 자살이답 이라고 봐요,1
2670,여자랑 노래가 그러고 안 계시면,0
2671,이제 새끼 같은 경우에는 다음 생을 계약을 해야 돼요,1
2672,그리고 남부 CC 팔 장애인이 원인이 뭔가요,0
2673,아니 모르는 사람들에 대해 얘기를 해주세요,0
2674,여서 저희 집에 다 이렇게 엄마가 했는데 제가 잘못 했어요,0
2675,잘못 돼 가지고 엄마가 안 좋아요,0
2676,엄마가 어려운 거 가지고 그런지 모르겠는데,0
2677,이거 정말 미안한데 너 태어났을 때 8,0
2678,정상 이었어,0
2679,엄마가 엄마가 네 면상 보고 집에 던져 가지고,0
2680,너는 아직도 태어날 때부터 파리 장애인인 줄 알지,2
2681,지금 빨리 이건 패드립 아이고,0
2682,아직도 내일 카드 내서 미안해 있으니까 있으니까,0
2683,맛있게 근데 솔직히 차이점 한편으로,0
2684,8 장애인이란 올리면서도,2
2685,솔직히 저 속으로는 속이 쓰려요,0
2686,나도 갖고 있었어,0
2687,그리고 어떻게 보면은 장애인 비 와요,2
2688,시라고 안심하고 떠나 가지고,0
2689,밥 먹을 같이 밥을 먹으면은 목소리 들으면 앉아 가지고,0
2690,그냥 뭐 지금 올리는 것도 그냥 좋게 받아 가지고,0
2691,뭐 근데 이 병신 새끼야 너 그러면은 그건 막히네요,1
2692,일반인들이 그냥 이렇게 먹고,0
2693,제가 원래 제가 원래 기분이 좋아지네요,0
2694,그러면 너 지금 야 이 개새끼야 진짜 어이가 없다,1
2695,오빠가 얘기하냐고 어떻게,0
2696,그런 말만 가까운데 이 씨발새끼야 가지고 아무튼 뭐 여러분들,1
2697,난 고양이 모바일 장애인 거는 뭐,2
2698,그냥 장애인이야 놀라면서도 미안하게 생각합니다,0
2699,구라탄 전혀 안 미안해요,0
2700,전혀 안 미안하고 그냥 너는 장애인,2
2701,장애인 같은 새끼야,2
2702,인성 쓰레기 씨한테 할 말이 있습니까,2
2703,다시는 이제 좀 안 좋은 일도 있었고,0
2704,앞으로 좀 잘 살았으면 좋겠어요,0
2705,오늘도 뭐 이제 여자,0
2706,새끼를 못 불러 가지고 못 놀러 다닌다,1
2707,그러니까 작곡을 하고 부럽기도 하고 그러는데,0
2708,나도 여자 좀 막아 이 씹새끼야,1
2709,방송 끝나고 얘기하면 안 되는 거야 달라고 하는데,0
2710,네가 만들었잖아,0
2711,혜리가 여자 소개시켜 준다고 했었거든,0
2712,근데 그때 누구한테 못하고,0
2713,아니 아가리 다물고,1
2714,그래서 지금 그 여자의 페북 수도 있어 오늘 내일 나오는,0
2715,아니 지랄하지 말고,1
2716,페북 이름만 말해,0
2717,그럼 없어 없어 없어 없어 진짜 내일 막걸리 되잖아,0
2718,쳐 봐 안 하면 되잖아 이 새끼 또 방송 개새끼야 씨발놈아,1
2719,씨발놈아 좆같은 새끼,1
2720,새끼 개새끼야 이 새끼가 버릴 거예요,1
2721,진짜 여러분 악어 이름 알려 달라니까 왜 안 되지,0
2722,아 시발 야 이 개새끼야,1
2723,왜 자꾸 너만 여자 먹어 먹는 게 아니고 거야,2
2724,여자랑 술 먹어 나도 술 먹고 싶어요,0
2725,하지 마 병신아 뭔데 아 망했다 아 전화기 봤어 시발 못생겼어,1
2726,반응을 보니까 아,0
2727,맨날 너보다 잘 만나 이 병신 같은 게 있어요,1
2728,반갑습니다,0
2729,병신 아프리카 방송 아 씨발놈들 하고 있는데,1
2730,이렇게 없어 자 잠깐만 방구,0
2731,별로야 꺼지라 그래 그냥 꺼지라,2
2732,그래 그냥 웬만하면 내가 평타 하면 안 하려 그랬는데,0
2733,진짜 좆같이 생겼어,1
2734,꼴불견이 야 근데 뭐 그 커버,0
2735,사진에 교복입고 누워 있는 거는 뭐 검색 검색 아니야,0
2736,커피 새끼야 좀 나이 먹은 분들은,1
2737,약간 교복에 대한 그런 패치가 있지 않아요,0
2738,솔직하게 너 늙었지,0
2739,22살이면 우리 아버지는 이제 그 돌아갈 나,0
2740,이제 접고 새끼야 낫잖아요,1
2741,여자 좀 하자 나 진짜로 아니라 진짜 진짜 외로워 오늘 해봐,0
2742,지금 들어올 수 있냐고,0
2743,누구 어 뭐라고 불러 자는 거야 이 개새끼야,0
2744,이상한 소리가 그래,0
2745,네가 제일 불러 가지고 뭐 그런 얘기 안 한다고,0
2746,찾자고 찾으려면 꺼 줘,0
2747,아 저 먼저 들린다,0
2748,그냥 죽을 거 같아 새끼야 뭘 씨발놈,1
2749,나는 이 새끼가 방송을 하는 게 더 이해가 안 가,1
2750,씹새끼 빼고 아,1
2751,진짜 이 새끼 방송이랑 삼거리 상을 못 있어,1
2752,재미가 더럽게 없어 씨발새끼,1
2753,테라 홀아비 얼굴 공개 좀 어디서요,0
2754,어디서 형님 형님 어디서요,0
2755,폰으로 껐네 폰으로 켰네,0
2756,뭔 소리야 이 미친 늙은이 새끼 방송 한다고 아,1
2757,씨발놈 아씨 아 씨발년 이거 싼 가게예요,1
2758,야 산타 가 제발 부탁할게 방송 하지 마 4대강 볼까,0
2759,너 필요 없다 꺼져라 모르잖아 꺼져라 아,2
2760,아 진짜 못생겼다,2
2761,그리고 지딴에는 약간 씨발놈아,1
2762,마스크쓰면 귀여워보일 줄 알고 이 개새끼가,1
2763,마스크 박사가 문가비화보 이라고 딱 했는데,0
2764,그냥 씨발놈 누가 보면 바로 나 살인자야 이 개새끼야 시발,1
2765,새끼 더러운 새끼 아 병신 같은 새끼,1
2766,자 그러면 다른 레시피를,0
2767,제가 여러분들에게 설명을 좀 해 드리도록 할게요,0
2768,일단은 라면을 잘 돼 다음에 또 사 줘요 알게 하겠고,0
2769,바랍니다,0
2770,그리고 햇반 이거는 이제 전자레인지에 돌리지 마시고,0
2771,그냥 쌩 앱 뜨겁지 않은 거,0
2772,그러니까 이제 바로 사는 거 바로 구매한 거,0
2773,전자레인지 안 돌리는 걸 가지고 오시면 돼요 아,0
2774,미덕이 엔터테인먼트 그거는 맞는 말입니다,0
2775,이거를 최초로 발명한 새끼가 그 우리 집 새 음악 이 믿어,1
2776,봉지 봉지 같은 년,1
2777,예 공주 털이 정글이 동굴 수빈이야,0
2778,씨발년이 개발한 게 바로 마지막이에요,1
2779,것 같으면 근데 결론은 뭔지 아세요,0
2780,글 나 죽을 내일 가서 먹었어요,0
2781,아침 점심 저녁으로 그런데 이거를 좀 참아 거예요,0
2782,냄비랑 젓가락을 좀 가지고 들어갈게요,0
2783,퇴행성 좋네 형님 중계방송 큰 병 걸렸다 정말 감사드립니다,0
2784,핑크 선물 이렇게 본방으로 놀러 오세요 형님,0
2785,정말 감사드립니다 사용법은 홈페이지 가셔서,0
2786,사용하기 누르셔야 사람이 됩니다,0
2787,아 정말 감사드립니다 고맙습니다 형님 뭐야 감사드려요,0
2788,100개 고맙습니다 그러면 제가 이제 들어갈게요 잠시만요,0
2789,정말 감사드립니다 형님 항상 고맙습니다,0
2790,진짜 감사드립니다 언니 정말 감사드려요,0
2791,언니 감사 드립니다 형님 고맙습니다,0
2792,형님 진심으로 감사드려요 잘 쓰겠습니다,0
2793,형님 감사드립니다 뭐라고요,0
2794,어디요 방방곡곡 님 수업 겁니까 아 억울해요,0
2795,아 뭐야 이거 왜 이래 곰팡이 야,0
2796,이거 뭐야 아씨 뭐야 아 시발 너 탄 거래 설거지를 안 했네,1
2797,이거 지금 그거를 이렇게 아 시발,1
